127.0.0.1 - - [19/Dec/2018:08:49:09 -0500] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [19/Dec/2018:08:50:14 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:08:51:37 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:08:53:14 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:08:55:18 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:08:58:47 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:00:05 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:01:48 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:04:30 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:06:33 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:08:19 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:15:12 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:15:44 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:16:18 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:16:43 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:23:43 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:24:59 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:26:15 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:31:24 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:32:55 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:41:44 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:45:51 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:49:06 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:51:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:09:52:16 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:09:56:03 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:09:56:32 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:10:00:46 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:10:01:08 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 289
127.0.0.1 - - [19/Dec/2018:10:06:38 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:10:07:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:10:17:15 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:10:17:37 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:10:19:01 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:10:19:23 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:24:34 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:25:46 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:26:49 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 454
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:27:10 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:29:40 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:30:01 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:34:51 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:34:51 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:39:23 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:39:45 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:39:45 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:40:50 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:41:12 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:41:59 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:42:21 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 290
127.0.0.1 - - [19/Dec/2018:12:46:27 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:46:49 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:20 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 454
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:12:47:41 -0500] "POST /Server2/services/subtract.subtractHttpSoap12Endpoint/ HTTP/1.1" 200 455
127.0.0.1 - - [19/Dec/2018:13:15:59 -0500] "GET /Server2/ HTTP/1.1" 200 3736
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 97
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
127.0.0.1 - - [19/Dec/2018:13:16:00 -0500] "POST /Server2/services/Add.AddHttpEndpoint/add HTTP/1.1" 200 96
